State,Rank,Type,Remark,Time
Decode 348,0,Communication,Send Hidden,0.003
Decode 349,0,Compute,,0.028
Decode 349,0,Communication,Send Hidden,0.003
Decode 350,0,Compute,,0.031
Decode 350,0,Communication,Send Hidden,0.003
Decode 351,0,Compute,,0.031
Decode 351,0,Communication,Send Hidden,0.003
Decode 352,0,Compute,,0.028
Decode 352,0,Communication,Send Hidden,0.003
Decode 353,0,Compute,,0.031
Decode 353,0,Communication,Send Hidden,0.003
Decode 354,0,Compute,,0.031
Decode 354,0,Communication,Send Hidden,0.004
Decode 355,0,Compute,,0.028
Decode 355,0,Communication,Send Hidden,0.003
Decode 356,0,Compute,,0.048
Decode 356,0,Communication,Send Hidden,0.002
Decode 357,0,Compute,,0.031
Decode 357,0,Communication,Send Hidden,0.003
Decode 358,0,Compute,,0.028
Decode 358,0,Communication,Send Hidden,0.003
Decode 359,0,Compute,,0.025
Decode 359,0,Communication,Send Hidden,0.003
Decode 360,0,Compute,,0.030
Decode 360,0,Communication,Send Hidden,0.003
Decode 361,0,Compute,,0.028
Decode 361,0,Communication,Send Hidden,0.003
Decode 362,0,Compute,,0.031
Decode 362,0,Communication,Send Hidden,0.003
Decode 363,0,Compute,,0.020
Decode 363,0,Communication,Send Hidden,0.003
Decode 364,0,Compute,,0.027
Decode 364,0,Communication,Send Hidden,0.003
Decode 365,0,Compute,,0.028
Decode 365,0,Communication,Send Hidden,0.003
Decode 366,0,Compute,,0.030
Decode 366,0,Communication,Send Hidden,0.003
Decode 367,0,Compute,,0.030
Decode 367,0,Communication,Send Hidden,0.003
Decode 368,0,Compute,,0.028
Decode 368,0,Communication,Send Hidden,0.003
Decode 369,0,Compute,,0.030
Decode 369,0,Communication,Send Hidden,0.003
Decode 370,0,Compute,,0.031
Decode 370,0,Communication,Send Hidden,0.003
Decode 371,0,Compute,,0.031
Decode 371,0,Communication,Send Hidden,0.003
Decode 372,0,Compute,,0.026
Decode 372,0,Communication,Send Hidden,0.003
Decode 373,0,Compute,,0.017
Decode 373,0,Communication,Send Hidden,0.003
Decode 374,0,Compute,,0.023
Decode 374,0,Communication,Send Hidden,0.003
Decode 375,0,Compute,,0.031
Decode 375,0,Communication,Send Hidden,0.003
Decode 376,0,Compute,,0.029
Decode 376,0,Communication,Send Hidden,0.003
Decode 377,0,Compute,,0.031
Decode 377,0,Communication,Send Hidden,0.003
Decode 378,0,Compute,,0.028
Decode 378,0,Communication,Send Hidden,0.003
Decode 379,0,Compute,,0.029
Decode 379,0,Communication,Send Hidden,0.003
Decode 380,0,Compute,,0.031
Decode 380,0,Communication,Send Hidden,0.003
Decode 381,0,Compute,,0.031
Decode 381,0,Communication,Send Hidden,0.003
Decode 382,0,Compute,,0.030
Decode 382,0,Communication,Send Hidden,0.003
Decode 383,0,Compute,,0.028
Decode 383,0,Communication,Send Hidden,0.003
Decode 384,0,Compute,,0.031
Decode 384,0,Communication,Send Hidden,0.003
Decode 385,0,Compute,,0.030
Decode 385,0,Communication,Send Hidden,0.003
Decode 386,0,Compute,,0.032
Decode 386,0,Communication,Send Hidden,0.003
Decode 387,0,Compute,,0.025
Decode 387,0,Communication,Send Hidden,0.003
Decode 388,0,Compute,,0.029
Decode 388,0,Communication,Send Hidden,0.003
Decode 389,0,Compute,,0.030
Decode 389,0,Communication,Send Hidden,0.003
Decode 390,0,Compute,,0.028
Decode 390,0,Communication,Send Hidden,0.003
Decode 391,0,Compute,,0.031
Decode 391,0,Communication,Send Hidden,0.003
Decode 392,0,Compute,,0.031
Decode 392,0,Communication,Send Hidden,0.003
Decode 393,0,Compute,,0.031
Decode 393,0,Communication,Send Hidden,0.003
Decode 394,0,Compute,,0.031
Decode 394,0,Communication,Send Hidden,0.003
Decode 395,0,Compute,,0.028
Decode 395,0,Communication,Send Hidden,0.003
Decode 396,0,Compute,,0.030
Decode 396,0,Communication,Send Hidden,0.003
Decode 397,0,Compute,,0.031
Decode 397,0,Communication,Send Hidden,0.003
Decode 398,0,Compute,,0.030
Decode 398,0,Communication,Send Hidden,0.003
Decode 399,0,Compute,,0.028
Decode 399,0,Communication,Send Hidden,0.004
Decode 400,0,Compute,,0.031
Decode 400,0,Communication,Send Hidden,0.003
Decode 401,0,Compute,,0.024
Decode 401,0,Communication,Send Hidden,0.003
Decode 402,0,Compute,,0.023
Decode 402,0,Communication,Send Hidden,0.003
Decode 403,0,Compute,,0.031
Decode 403,0,Communication,Send Hidden,0.003
Decode 404,0,Compute,,0.028
Decode 404,0,Communication,Send Hidden,0.003
Decode 405,0,Compute,,0.030
Decode 405,0,Communication,Send Hidden,0.003
Decode 406,0,Compute,,0.030
Decode 406,0,Communication,Send Hidden,0.003
Decode 407,0,Compute,,0.030
Decode 407,0,Communication,Send Hidden,0.003
Decode 408,0,Compute,,0.028
Decode 408,0,Communication,Send Hidden,0.003
Decode 409,0,Compute,,0.030
Decode 409,0,Communication,Send Hidden,0.003
Decode 410,0,Compute,,0.030
Decode 410,0,Communication,Send Hidden,0.003
Decode 411,0,Compute,,0.030
Decode 411,0,Communication,Send Hidden,0.003
Decode 412,0,Compute,,0.030
Decode 412,0,Communication,Send Hidden,0.003
Decode 413,0,Compute,,0.028
Decode 413,0,Communication,Send Hidden,0.003
Decode 414,0,Compute,,0.030
Decode 414,0,Communication,Send Hidden,0.003
Decode 415,0,Compute,,0.030
Decode 415,0,Communication,Send Hidden,0.003
Decode 416,0,Compute,,0.030
Decode 416,0,Communication,Send Hidden,0.003
Decode 417,0,Compute,,0.029
Decode 417,0,Communication,Send Hidden,0.003
Decode 418,0,Compute,,0.030
Decode 418,0,Communication,Send Hidden,0.003
Decode 419,0,Compute,,0.031
Decode 419,0,Communication,Send Hidden,0.003
Decode 420,0,Compute,,0.031
Decode 420,0,Communication,Send Hidden,0.003
Decode 421,0,Compute,,0.031
Decode 421,0,Communication,Send Hidden,0.003
Decode 422,0,Compute,,0.028
Decode 422,0,Communication,Send Hidden,0.003
Decode 423,0,Compute,,0.031
Decode 423,0,Communication,Send Hidden,0.003
Decode 424,0,Compute,,0.030
Decode 424,0,Communication,Send Hidden,0.003
Decode 425,0,Compute,,0.030
Decode 425,0,Communication,Send Hidden,0.003
Decode 426,0,Compute,,0.030
Decode 426,0,Communication,Send Hidden,0.003
Decode 427,0,Compute,,0.028
Decode 427,0,Communication,Send Hidden,0.003
Decode 428,0,Compute,,0.030
Decode 428,0,Communication,Send Hidden,0.003
Decode 429,0,Compute,,0.026
Decode 429,0,Communication,Send Hidden,0.002
Decode 430,0,Compute,,0.031
Decode 430,0,Communication,Send Hidden,0.003
Decode 431,0,Compute,,0.030
Decode 431,0,Communication,Send Hidden,0.003
Decode 432,0,Compute,,0.030
Decode 432,0,Communication,Send Hidden,0.003
Decode 433,0,Compute,,0.027
Decode 433,0,Communication,Send Hidden,0.003
Decode 434,0,Compute,,0.026
Decode 434,0,Communication,Send Hidden,0.003
Decode 435,0,Compute,,0.030
Decode 435,0,Communication,Send Hidden,0.003
Decode 436,0,Compute,,0.031
Decode 436,0,Communication,Send Hidden,0.003
Decode 437,0,Compute,,0.031
Decode 437,0,Communication,Send Hidden,0.003
Decode 438,0,Compute,,0.030
Decode 438,0,Communication,Send Hidden,0.003
Decode 439,0,Compute,,0.028
Decode 439,0,Communication,Send Hidden,0.003
Decode 440,0,Compute,,0.030
Decode 440,0,Communication,Send Hidden,0.003
Decode 441,0,Compute,,0.030
Decode 441,0,Communication,Send Hidden,0.003
Decode 442,0,Compute,,0.030
Decode 442,0,Communication,Send Hidden,0.003
Decode 443,0,Compute,,0.024
Decode 443,0,Communication,Send Hidden,0.003
Decode 444,0,Compute,,0.027
Decode 444,0,Communication,Send Hidden,0.003
Decode 445,0,Compute,,0.027
Decode 445,0,Communication,Send Hidden,0.003
Decode 446,0,Compute,,0.030
Decode 446,0,Communication,Send Hidden,0.003
Decode 447,0,Compute,,0.030
Decode 447,0,Communication,Send Hidden,0.003
Decode 448,0,Compute,,0.029
Decode 448,0,Communication,Send Hidden,0.003
Decode 449,0,Compute,,0.030
Decode 449,0,Communication,Send Hidden,0.003
Decode 450,0,Compute,,0.029
Decode 450,0,Communication,Send Hidden,0.003
Decode 451,0,Compute,,0.028
Decode 451,0,Communication,Send Hidden,0.003
Decode 452,0,Compute,,0.030
Decode 452,0,Communication,Send Hidden,0.003
Decode 453,0,Compute,,0.030
Decode 453,0,Communication,Send Hidden,0.003
Decode 454,0,Compute,,0.031
Decode 454,0,Communication,Send Hidden,0.003
Decode 455,0,Compute,,0.030
Decode 455,0,Communication,Send Hidden,0.003
Decode 456,0,Compute,,0.031
Decode 456,0,Communication,Send Hidden,0.003
Decode 457,0,Compute,,0.023
Decode 457,0,Communication,Send Hidden,0.003
Decode 458,0,Compute,,0.019
Decode 458,0,Communication,Send Hidden,0.003
Decode 459,0,Compute,,0.030
Decode 459,0,Communication,Send Hidden,0.003
Decode 460,0,Compute,,0.031
Decode 460,0,Communication,Send Hidden,0.003
Decode 461,0,Compute,,0.030
Decode 461,0,Communication,Send Hidden,0.003
Decode 462,0,Compute,,0.031
Decode 462,0,Communication,Send Hidden,0.003
Decode 463,0,Compute,,0.031
Decode 463,0,Communication,Send Hidden,0.003
Decode 464,0,Compute,,0.030
Decode 464,0,Communication,Send Hidden,0.003
Decode 465,0,Compute,,0.028
Decode 465,0,Communication,Send Hidden,0.003
Decode 466,0,Compute,,0.031
Decode 466,0,Communication,Send Hidden,0.003
Decode 467,0,Compute,,0.030
Decode 467,0,Communication,Send Hidden,0.003
Decode 468,0,Compute,,0.030
Decode 468,0,Communication,Send Hidden,0.003
Decode 469,0,Compute,,0.030
Decode 469,0,Communication,Send Hidden,0.003
Decode 470,0,Compute,,0.030
Decode 470,0,Communication,Send Hidden,0.003
Decode 471,0,Compute,,0.027
Decode 471,0,Communication,Send Hidden,0.003
Decode 472,0,Compute,,0.030
Decode 472,0,Communication,Send Hidden,0.003
Decode 473,0,Compute,,0.030
Decode 473,0,Communication,Send Hidden,0.003
Decode 474,0,Compute,,0.030
Decode 474,0,Communication,Send Hidden,0.003
Decode 475,0,Compute,,0.031
Decode 475,0,Communication,Send Hidden,0.003
Decode 476,0,Compute,,0.028
Decode 476,0,Communication,Send Hidden,0.002
Decode 477,0,Compute,,0.031
Decode 477,0,Communication,Send Hidden,0.003
Decode 478,0,Compute,,0.030
Decode 478,0,Communication,Send Hidden,0.003
Decode 479,0,Compute,,0.031
Decode 479,0,Communication,Send Hidden,0.003
Decode 480,0,Compute,,0.031
Decode 480,0,Communication,Send Hidden,0.003
Decode 481,0,Compute,,0.030
Decode 481,0,Communication,Send Hidden,0.003
Decode 482,0,Compute,,0.031
Decode 482,0,Communication,Send Hidden,0.003
Decode 483,0,Compute,,0.031
Decode 483,0,Communication,Send Hidden,0.003
Decode 484,0,Compute,,0.029
Decode 484,0,Communication,Send Hidden,0.002
Decode 485,0,Compute,,0.024
Decode 485,0,Communication,Send Hidden,0.003
Decode 486,0,Compute,,0.031
Decode 486,0,Communication,Send Hidden,0.003
Decode 487,0,Compute,,0.027
Decode 487,0,Communication,Send Hidden,0.003
Decode 488,0,Compute,,0.031
Decode 488,0,Communication,Send Hidden,0.003
Decode 489,0,Compute,,0.030
Decode 489,0,Communication,Send Hidden,0.003
Decode 490,0,Compute,,0.031
Decode 490,0,Communication,Send Hidden,0.003
Decode 491,0,Compute,,0.030
Decode 491,0,Communication,Send Hidden,0.003
Decode 492,0,Compute,,0.030
Decode 492,0,Communication,Send Hidden,0.003
Decode 493,0,Compute,,0.030
Decode 493,0,Communication,Send Hidden,0.003
Decode 494,0,Compute,,0.030
Decode 494,0,Communication,Send Hidden,0.003
Decode 495,0,Compute,,0.030
Decode 495,0,Communication,Send Hidden,0.003
Decode 496,0,Compute,,0.030
Decode 496,0,Communication,Send Hidden,0.003
Decode 497,0,Compute,,0.032
Decode 497,0,Communication,Send Hidden,0.003
Decode 498,0,Compute,,0.024
Decode 498,0,Communication,Send Hidden,0.003
Decode 499,0,Compute,,0.020
Decode 499,0,Communication,Send Hidden,0.003
Decode 500,0,Compute,,0.029
Decode 500,0,Communication,Send Hidden,0.003
Decode 501,0,Compute,,0.027
Decode 501,0,Communication,Send Hidden,0.003
Decode 502,0,Compute,,0.031
Decode 502,0,Communication,Send Hidden,0.003
Decode 503,0,Compute,,0.015
Decode 503,0,Communication,Send Hidden,0.003
Decode 504,0,Compute,,0.030
Decode 504,0,Communication,Send Hidden,0.003
Decode 505,0,Compute,,0.030
Decode 505,0,Communication,Send Hidden,0.003
Decode 506,0,Compute,,0.031
Decode 506,0,Communication,Send Hidden,0.004
Decode 507,0,Compute,,0.030
Decode 507,0,Communication,Send Hidden,0.003
Decode 508,0,Compute,,0.030
Decode 508,0,Communication,Send Hidden,0.003
Decode 509,0,Compute,,0.030
Decode 509,0,Communication,Send Hidden,0.003
Decode 510,0,Compute,,0.030
Decode 510,0,Communication,Send Hidden,0.003
Decode 511,0,Compute,,0.030
Decode 511,0,Communication,Send Hidden,0.003
Decode 512,0,Compute,,0.026
Decode 512,0,Communication,Send Hidden,0.003
