State,Rank,Type,Remark,Time
Decode 358,1,Compute,,0.032
Decode 358,1,Communication,Sending token back,0.001
Decode 359,1,Compute,,0.029
Decode 359,1,Communication,Sending token back,0.001
Decode 360,1,Compute,,0.031
Decode 360,1,Communication,Sending token back,0.000
Decode 361,1,Compute,,0.031
Decode 361,1,Communication,Sending token back,0.000
Decode 362,1,Compute,,0.030
Decode 362,1,Communication,Sending token back,0.001
Decode 363,1,Compute,,0.031
Decode 363,1,Communication,Sending token back,0.000
Decode 364,1,Compute,,0.031
Decode 364,1,Communication,Sending token back,0.000
Decode 365,1,Compute,,0.031
Decode 365,1,Communication,Sending token back,0.000
Decode 366,1,Compute,,0.029
Decode 366,1,Communication,Sending token back,0.000
Decode 367,1,Compute,,0.031
Decode 367,1,Communication,Sending token back,0.000
Decode 368,1,Compute,,0.031
Decode 368,1,Communication,Sending token back,0.000
Decode 369,1,Compute,,0.031
Decode 369,1,Communication,Sending token back,0.000
Decode 370,1,Compute,,0.029
Decode 370,1,Communication,Sending token back,0.000
Decode 371,1,Compute,,0.031
Decode 371,1,Communication,Sending token back,0.000
Decode 372,1,Compute,,0.031
Decode 372,1,Communication,Sending token back,0.000
Decode 373,1,Compute,,0.029
Decode 373,1,Communication,Sending token back,0.000
Decode 374,1,Compute,,0.031
Decode 374,1,Communication,Sending token back,0.000
Decode 375,1,Compute,,0.031
Decode 375,1,Communication,Sending token back,0.000
Decode 376,1,Compute,,0.031
Decode 376,1,Communication,Sending token back,0.000
Decode 377,1,Compute,,0.029
Decode 377,1,Communication,Sending token back,0.000
Decode 378,1,Compute,,0.031
Decode 378,1,Communication,Sending token back,0.000
Decode 379,1,Compute,,0.031
Decode 379,1,Communication,Sending token back,0.000
Decode 380,1,Compute,,0.031
Decode 380,1,Communication,Sending token back,0.000
Decode 381,1,Compute,,0.029
Decode 381,1,Communication,Sending token back,0.000
Decode 382,1,Compute,,0.031
Decode 382,1,Communication,Sending token back,0.000
Decode 383,1,Compute,,0.032
Decode 383,1,Communication,Sending token back,0.000
Decode 384,1,Compute,,0.029
Decode 384,1,Communication,Sending token back,0.000
Decode 385,1,Compute,,0.032
Decode 385,1,Communication,Sending token back,0.000
Decode 386,1,Compute,,0.031
Decode 386,1,Communication,Sending token back,0.000
Decode 387,1,Compute,,0.031
Decode 387,1,Communication,Sending token back,0.000
Decode 388,1,Compute,,0.029
Decode 388,1,Communication,Sending token back,0.001
Decode 389,1,Compute,,0.031
Decode 389,1,Communication,Sending token back,0.000
Decode 390,1,Compute,,0.031
Decode 390,1,Communication,Sending token back,0.000
Decode 391,1,Compute,,0.031
Decode 391,1,Communication,Sending token back,0.001
Decode 392,1,Compute,,0.029
Decode 392,1,Communication,Sending token back,0.001
Decode 393,1,Compute,,0.031
Decode 393,1,Communication,Sending token back,0.001
Decode 394,1,Compute,,0.030
Decode 394,1,Communication,Sending token back,0.000
Decode 395,1,Compute,,0.031
Decode 395,1,Communication,Sending token back,0.001
Decode 396,1,Compute,,0.029
Decode 396,1,Communication,Sending token back,0.001
Decode 397,1,Compute,,0.031
Decode 397,1,Communication,Sending token back,0.001
Decode 398,1,Compute,,0.030
Decode 398,1,Communication,Sending token back,0.001
Decode 399,1,Compute,,0.031
Decode 399,1,Communication,Sending token back,0.000
Decode 400,1,Compute,,0.031
Decode 400,1,Communication,Sending token back,0.000
Decode 401,1,Compute,,0.029
Decode 401,1,Communication,Sending token back,0.000
Decode 402,1,Compute,,0.031
Decode 402,1,Communication,Sending token back,0.001
Decode 403,1,Compute,,0.031
Decode 403,1,Communication,Sending token back,0.000
Decode 404,1,Compute,,0.031
Decode 404,1,Communication,Sending token back,0.001
Decode 405,1,Compute,,0.029
Decode 405,1,Communication,Sending token back,0.001
Decode 406,1,Compute,,0.031
Decode 406,1,Communication,Sending token back,0.000
Decode 407,1,Compute,,0.031
Decode 407,1,Communication,Sending token back,0.001
Decode 408,1,Compute,,0.031
Decode 408,1,Communication,Sending token back,0.000
Decode 409,1,Compute,,0.031
Decode 409,1,Communication,Sending token back,0.000
Decode 410,1,Compute,,0.028
Decode 410,1,Communication,Sending token back,0.000
Decode 411,1,Compute,,0.031
Decode 411,1,Communication,Sending token back,0.001
Decode 412,1,Compute,,0.029
Decode 412,1,Communication,Sending token back,0.001
Decode 413,1,Compute,,0.031
Decode 413,1,Communication,Sending token back,0.001
Decode 414,1,Compute,,0.027
Decode 414,1,Communication,Sending token back,0.001
Decode 415,1,Compute,,0.031
Decode 415,1,Communication,Sending token back,0.001
Decode 416,1,Compute,,0.031
Decode 416,1,Communication,Sending token back,0.000
Decode 417,1,Compute,,0.031
Decode 417,1,Communication,Sending token back,0.000
Decode 418,1,Compute,,0.031
Decode 418,1,Communication,Sending token back,0.000
Decode 419,1,Compute,,0.029
Decode 419,1,Communication,Sending token back,0.000
Decode 420,1,Compute,,0.031
Decode 420,1,Communication,Sending token back,0.000
Decode 421,1,Compute,,0.031
Decode 421,1,Communication,Sending token back,0.000
Decode 422,1,Compute,,0.031
Decode 422,1,Communication,Sending token back,0.000
Decode 423,1,Compute,,0.029
Decode 423,1,Communication,Sending token back,0.001
Decode 424,1,Compute,,0.030
Decode 424,1,Communication,Sending token back,0.001
Decode 425,1,Compute,,0.031
Decode 425,1,Communication,Sending token back,0.001
Decode 426,1,Compute,,0.031
Decode 426,1,Communication,Sending token back,0.000
Decode 427,1,Compute,,0.031
Decode 427,1,Communication,Sending token back,0.000
Decode 428,1,Compute,,0.031
Decode 428,1,Communication,Sending token back,0.001
Decode 429,1,Compute,,0.029
Decode 429,1,Communication,Sending token back,0.000
Decode 430,1,Compute,,0.031
Decode 430,1,Communication,Sending token back,0.000
Decode 431,1,Compute,,0.031
Decode 431,1,Communication,Sending token back,0.000
Decode 432,1,Compute,,0.032
Decode 432,1,Communication,Sending token back,0.000
Decode 433,1,Compute,,0.031
Decode 433,1,Communication,Sending token back,0.001
Decode 434,1,Compute,,0.031
Decode 434,1,Communication,Sending token back,0.000
Decode 435,1,Compute,,0.029
Decode 435,1,Communication,Sending token back,0.000
Decode 436,1,Compute,,0.031
Decode 436,1,Communication,Sending token back,0.000
Decode 437,1,Compute,,0.031
Decode 437,1,Communication,Sending token back,0.001
Decode 438,1,Compute,,0.031
Decode 438,1,Communication,Sending token back,0.000
Decode 439,1,Compute,,0.031
Decode 439,1,Communication,Sending token back,0.000
Decode 440,1,Compute,,0.031
Decode 440,1,Communication,Sending token back,0.001
Decode 441,1,Compute,,0.029
Decode 441,1,Communication,Sending token back,0.001
Decode 442,1,Compute,,0.031
Decode 442,1,Communication,Sending token back,0.000
Decode 443,1,Compute,,0.031
Decode 443,1,Communication,Sending token back,0.000
Decode 444,1,Compute,,0.031
Decode 444,1,Communication,Sending token back,0.000
Decode 445,1,Compute,,0.031
Decode 445,1,Communication,Sending token back,0.000
Decode 446,1,Compute,,0.032
Decode 446,1,Communication,Sending token back,0.000
Decode 447,1,Compute,,0.029
Decode 447,1,Communication,Sending token back,0.000
Decode 448,1,Compute,,0.031
Decode 448,1,Communication,Sending token back,0.000
Decode 449,1,Compute,,0.031
Decode 449,1,Communication,Sending token back,0.000
Decode 450,1,Compute,,0.031
Decode 450,1,Communication,Sending token back,0.000
Decode 451,1,Compute,,0.031
Decode 451,1,Communication,Sending token back,0.000
Decode 452,1,Compute,,0.031
Decode 452,1,Communication,Sending token back,0.000
Decode 453,1,Compute,,0.029
Decode 453,1,Communication,Sending token back,0.001
Decode 454,1,Compute,,0.031
Decode 454,1,Communication,Sending token back,0.000
Decode 455,1,Compute,,0.031
Decode 455,1,Communication,Sending token back,0.000
Decode 456,1,Compute,,0.031
Decode 456,1,Communication,Sending token back,0.000
Decode 457,1,Compute,,0.031
Decode 457,1,Communication,Sending token back,0.001
Decode 458,1,Compute,,0.031
Decode 458,1,Communication,Sending token back,0.000
Decode 459,1,Compute,,0.029
Decode 459,1,Communication,Sending token back,0.001
Decode 460,1,Compute,,0.031
Decode 460,1,Communication,Sending token back,0.001
Decode 461,1,Compute,,0.031
Decode 461,1,Communication,Sending token back,0.000
Decode 462,1,Compute,,0.031
Decode 462,1,Communication,Sending token back,0.001
Decode 463,1,Compute,,0.031
Decode 463,1,Communication,Sending token back,0.000
Decode 464,1,Compute,,0.031
Decode 464,1,Communication,Sending token back,0.000
Decode 465,1,Compute,,0.031
Decode 465,1,Communication,Sending token back,0.000
Decode 466,1,Compute,,0.031
Decode 466,1,Communication,Sending token back,0.000
Decode 467,1,Compute,,0.031
Decode 467,1,Communication,Sending token back,0.000
Decode 468,1,Compute,,0.025
Decode 468,1,Communication,Sending token back,0.000
Decode 469,1,Compute,,0.029
Decode 469,1,Communication,Sending token back,0.000
Decode 470,1,Compute,,0.031
Decode 470,1,Communication,Sending token back,0.000
Decode 471,1,Compute,,0.031
Decode 471,1,Communication,Sending token back,0.001
Decode 472,1,Compute,,0.031
Decode 472,1,Communication,Sending token back,0.000
Decode 473,1,Compute,,0.031
Decode 473,1,Communication,Sending token back,0.000
Decode 474,1,Compute,,0.031
Decode 474,1,Communication,Sending token back,0.000
Decode 475,1,Compute,,0.031
Decode 475,1,Communication,Sending token back,0.001
Decode 476,1,Compute,,0.031
Decode 476,1,Communication,Sending token back,0.000
Decode 477,1,Compute,,0.031
Decode 477,1,Communication,Sending token back,0.001
Decode 478,1,Compute,,0.032
Decode 478,1,Communication,Sending token back,0.001
Decode 479,1,Compute,,0.026
Decode 479,1,Communication,Sending token back,0.000
Decode 480,1,Compute,,0.028
Decode 480,1,Communication,Sending token back,0.001
Decode 481,1,Compute,,0.032
Decode 481,1,Communication,Sending token back,0.001
Decode 482,1,Compute,,0.031
Decode 482,1,Communication,Sending token back,0.000
Decode 483,1,Compute,,0.031
Decode 483,1,Communication,Sending token back,0.000
Decode 484,1,Compute,,0.031
Decode 484,1,Communication,Sending token back,0.001
Decode 485,1,Compute,,0.031
Decode 485,1,Communication,Sending token back,0.001
Decode 486,1,Compute,,0.031
Decode 486,1,Communication,Sending token back,0.000
Decode 487,1,Compute,,0.031
Decode 487,1,Communication,Sending token back,0.001
Decode 488,1,Compute,,0.031
Decode 488,1,Communication,Sending token back,0.000
Decode 489,1,Compute,,0.032
Decode 489,1,Communication,Sending token back,0.001
Decode 490,1,Compute,,0.031
Decode 490,1,Communication,Sending token back,0.000
Decode 491,1,Compute,,0.029
Decode 491,1,Communication,Sending token back,0.000
Decode 492,1,Compute,,0.031
Decode 492,1,Communication,Sending token back,0.001
Decode 493,1,Compute,,0.031
Decode 493,1,Communication,Sending token back,0.000
Decode 494,1,Compute,,0.031
Decode 494,1,Communication,Sending token back,0.000
Decode 495,1,Compute,,0.032
Decode 495,1,Communication,Sending token back,0.001
Decode 496,1,Compute,,0.032
Decode 496,1,Communication,Sending token back,0.000
Decode 497,1,Compute,,0.031
Decode 497,1,Communication,Sending token back,0.000
Decode 498,1,Compute,,0.031
Decode 498,1,Communication,Sending token back,0.000
Decode 499,1,Compute,,0.031
Decode 499,1,Communication,Sending token back,0.000
Decode 500,1,Compute,,0.031
Decode 500,1,Communication,Sending token back,0.000
Decode 501,1,Compute,,0.031
Decode 501,1,Communication,Sending token back,0.000
Decode 502,1,Compute,,0.029
Decode 502,1,Communication,Sending token back,0.001
Decode 503,1,Compute,,0.031
Decode 503,1,Communication,Sending token back,0.000
Decode 504,1,Compute,,0.031
Decode 504,1,Communication,Sending token back,0.000
Decode 505,1,Compute,,0.031
Decode 505,1,Communication,Sending token back,0.000
Decode 506,1,Compute,,0.031
Decode 506,1,Communication,Sending token back,0.000
Decode 507,1,Compute,,0.031
Decode 507,1,Communication,Sending token back,0.000
Decode 508,1,Compute,,0.031
Decode 508,1,Communication,Sending token back,0.000
Decode 509,1,Compute,,0.031
Decode 509,1,Communication,Sending token back,0.000
Decode 510,1,Compute,,0.031
Decode 510,1,Communication,Sending token back,0.001
Decode 511,1,Compute,,0.031
Decode 511,1,Communication,Sending token back,0.001
Decode 512,1,Compute,,0.031
Decode 512,1,Communication,Sending token back,0.000
